DepMap_ID	source	improve_sample_id	improve_chem_id	study	auc	ic50	ec50	ec50se	r2fit	einf	hs	aac1	auc1	dss1
ACH-000392	gCSI	ACH-000392	Drug_865	240015	0.5793	7.62	8.039	0.0493	0.9923	0.3749	1.438	0.3339	0.6661	0.2876
ACH-000722	gCSI	ACH-000722	Drug_795	243162	0.7293	6.728	7.008	0.0548	0.9753	0.4599	3.923	0.1426	0.8574	0.1208
ACH-000615	gCSI	ACH-000615	Drug_795	243144	0.6367	6.96	7.254	0.0567	0.9909	0.3301	1.596	0.2207	0.7793	0.1863
ACH-000465	gCSI	ACH-000465	Drug_883	239508	0.9271	2.536	2.536	25.23	0.6717	0.0	0.3013	0.058	0.942	0.0051
ACH-000858	gCSI	ACH-000858	Drug_1214	242618	0.6759		9.033	0.0876	0.9882	0.6088	0.8914	0.2075	0.7925	0.1414
ACH-000392	gCSI	ACH-000392	Drug_883	239211	0.7305	6.259	6.599	0.0471	0.9917	0.3777	1.798	0.2608	0.7392	0.2239
ACH-000550	gCSI	ACH-000550	Drug_865	240163	0.3765	8.408	8.496	0.0353	0.9934	0.168	2.007	0.5443	0.4557	0.5129
ACH-000310	gCSI	ACH-000310	Drug_795	242994	0.5157	7.118	7.136	0.0269	0.9972	0.0732	4.0	0.2758	0.7242	0.2634
ACH-000009	gCSI	ACH-000009	Drug_1163	237182	0.9739		7.209	0.9183	0.1498	0.9511	4.0	0.0283	0.9717	0.0
ACH-000310	gCSI	ACH-000310	Drug_501	239765	0.9484		6.749	0.3188	0.7271	0.8873	4.0	0.0516	0.9484	0.0052
ACH-000758	gCSI	ACH-000758	Drug_988	237821	0.4874	7.449	7.503	0.0295	0.9953	0.122	2.28	0.3458	0.6542	0.3232
ACH-000074	gCSI	ACH-000074	Drug_1127	241811	0.6493	7.141	7.504	0.0381	0.9934	0.3994	1.922	0.3117	0.6883	0.2709
ACH-000651	gCSI	ACH-000651	Drug_1105	238737	0.5127	8.022	8.134	0.0354	0.9942	0.2927	3.425	0.2987	0.7013	0.2743
ACH-000684	gCSI	ACH-000684	Drug_1163	237363	0.9753		1.348	0.0	-0.0	0.9506	0.0	0.0247	0.9753	0.0
ACH-000465	gCSI	ACH-000465	Drug_435	241116	0.9639	3.82	3.82	11.38	0.8344	0.0	1.013	0.0136	0.9864	0.0001
ACH-000480	gCSI	ACH-000480	Drug_1127	241772	0.6338	6.966	7.408	0.0769	0.9851	0.3552	1.218	0.3185	0.6815	0.2704
ACH-000987	gCSI	ACH-000987	Drug_895	240634	0.8446	5.022	5.379	0.0746	0.9944	0.3265	1.289	0.1274	0.8726	0.094
ACH-000980	gCSI	ACH-000980	Drug_865	240070	0.4271	7.774	7.802	0.0124	0.9993	0.0958	3.371	0.427	0.573	0.4102
ACH-000074	gCSI	ACH-000074	Drug_1105	238587	0.572	7.455	7.787	0.0449	0.9953	0.3218	1.352	0.2258	0.7742	0.1876
ACH-000786	gCSI	ACH-000786	Drug_201	243276	0.6388	6.375	6.434	0.0294	0.9966	0.1094	1.833	0.3347	0.6653	0.3086
ACH-000483	gCSI	ACH-000483	Drug_1214	242754	0.732		8.438	0.3831	0.8571	0.636	0.8869	0.1389	0.8611	0.0825
ACH-000664	gCSI	ACH-000664	Drug_988	237913	0.3785	7.729	7.729	0.0598	0.9882	0.0	4.0	0.4532	0.5468	0.4429
ACH-000615	gCSI	ACH-000615	Drug_1214	242742	0.8478		8.53	0.0718	0.988	0.7982	1.333	0.0808	0.9192	0.0322
ACH-000787	gCSI	ACH-000787	Drug_201	243451	0.7011	5.855	5.873	0.0116	0.9995	0.0424	2.11	0.2198	0.7802	0.1996
ACH-000094	gCSI	ACH-000094	Drug_865	240143	0.7611		7.965	0.0524	0.9938	0.6382	1.128	0.1862	0.8138	0.1261
ACH-000550	gCSI	ACH-000550	Drug_795	242992	0.589	7.289	7.576	0.1026	0.9669	0.3105	1.469	0.2851	0.7149	0.2463
ACH-000121	gCSI	ACH-000121	Drug_1087	242116	0.3489	8.713	9.098	0.1298	0.9713	0.2046	0.5944	0.7391	0.2609	0.7101
ACH-000113	gCSI	ACH-000113	Drug_1105	238646	0.3104	8.178	8.181	0.0019	1.0	0.0103	3.799	0.4301	0.5699	0.4189
ACH-000401	gCSI	ACH-000401	Drug_279	241244	0.884	-11.91	0.0	272.3	0.2585	0.4499	0.0838	0.0846	0.9154	0.0015
ACH-000903	gCSI	ACH-000903	Drug_895	240461	0.7122	5.945	6.01	0.0276	0.9966	0.1411	2.21	0.2952	0.7048	0.2721
ACH-000693	gCSI	ACH-000693	Drug_1127	241815	0.3316	8.086	8.091	0.0102	0.9996	0.0197	4.0	0.6597	0.3403	0.648
ACH-000693	gCSI	ACH-000693	Drug_988	237779	0.4612	7.234	7.234	0.0336	0.995	0.0004	3.394	0.3233	0.6767	0.3112
ACH-000484	gCSI	ACH-000484	Drug_795	243199	0.6647	6.584	6.699	0.0083	0.9996	0.2546	2.691	0.137	0.863	0.118
ACH-000684	gCSI	ACH-000684	Drug_1127	241799	0.5548	6.989	7.124	0.0456	0.9963	0.145	1.101	0.3599	0.6401	0.3182
ACH-000580	gCSI	ACH-000580	Drug_795	242832	0.8447		7.091	0.063	0.9839	0.6985	4.0	0.0862	0.9138	0.058
ACH-000274	gCSI	ACH-000274	Drug_1493	238943	0.685	6.091	6.131	0.0579	0.9724	0.1132	2.766	0.3328	0.6672	0.3138
ACH-000465	gCSI	ACH-000465	Drug_1127	241926	0.9438		7.767	0.5553	0.5018	0.9104	4.0	0.0527	0.9473	0.0
ACH-000067	gCSI	ACH-000067	Drug_1127	241760	0.4115	7.795	7.837	0.031	0.9957	0.0799	1.772	0.5579	0.4421	0.5301
ACH-000786	gCSI	ACH-000786	Drug_1105	238434	0.4699	8.114	8.215	0.0462	0.9895	0.2454	2.913	0.3347	0.6653	0.3098
ACH-000564	gCSI	ACH-000564	Drug_201	243412	0.7289	5.646	5.652	0.0405	0.9903	0.0152	2.512	0.1692	0.8308	0.1527
ACH-000065	gCSI	ACH-000065	Drug_1214	242684	0.8442		8.566	0.0953	0.9905	0.794	0.8733	0.0852	0.9148	0.0288
ACH-000242	gCSI	ACH-000242	Drug_1105	238688	0.5908	7.685	7.835	0.0091	0.9997	0.3599	3.668	0.2202	0.7798	0.1969
ACH-000307	gCSI	ACH-000307	Drug_988	237857	0.4252	7.519	7.523	0.0113	0.9995	0.0211	4.0	0.3908	0.6092	0.3797
ACH-000062	gCSI	ACH-000062	Drug_501	239885	0.8533		7.424	0.2697	0.7217	0.743	1.866	0.1632	0.8368	0.0992
ACH-000320	gCSI	ACH-000320	Drug_435	241087	0.9849		5.462	0.331	0.7019	0.9382	4.0	0.0124	0.9876	0.0
ACH-000786	gCSI	ACH-000786	Drug_988	237622	0.4768	7.139	7.139	0.1205	0.9023	0.0	3.057	0.2986	0.7014	0.2851
ACH-000046	gCSI	ACH-000046	Drug_279	241193	0.9724		5.043	0.0	-0.0	0.9448	0.0	0.0276	0.9724	0.0
ACH-000096	gCSI	ACH-000096	Drug_795	242893	0.4089	7.554	7.555	0.0232	0.9981	0.0023	1.742	0.4067	0.5933	0.383
ACH-000756	gCSI	ACH-000756	Drug_795	242896	0.4674	7.39	7.424	0.0489	0.9901	0.0669	1.829	0.3485	0.6515	0.3238
ACH-000925	gCSI	ACH-000925	Drug_1493	238843	0.5973	6.484	6.505	0.0421	0.9941	0.0354	1.547	0.4565	0.5435	0.4284
ACH-000274	gCSI	ACH-000274	Drug_1005	238136	0.7511	5.462	5.462	5.002	0.8018	0.0	0.8318	0.0418	0.9582	0.0127
ACH-000787	gCSI	ACH-000787	Drug_895	240618	0.8175	5.49	5.719	0.035	0.9922	0.363	2.455	0.1703	0.8297	0.1453
ACH-000799	gCSI	ACH-000799	Drug_1087	242170	0.5782	6.834	8.373	0.1696	0.9293	0.4009	0.4568	0.4872	0.5128	0.4302
ACH-000758	gCSI	ACH-000758	Drug_865	240243	0.9364		7.739	0.0583	0.9878	0.8979	1.742	0.0465	0.9535	0.0003
ACH-000009	gCSI	ACH-000009	Drug_1214	242429	0.8099		7.906	0.7524	0.9242	0.705	0.5853	0.0836	0.9164	0.0271
ACH-000476	gCSI	ACH-000476	Drug_1163	237347	0.9368	1.293	1.293	78.67	0.3266	0.0	0.2317	0.0549	0.9451	0.0013
ACH-000693	gCSI	ACH-000693	Drug_1105	238591	0.265	8.532	8.54	0.0066	0.9998	0.0286	3.338	0.5136	0.4864	0.4997
ACH-001318	gCSI	ACH-001318	Drug_988	237860	0.6505	6.648	6.771	0.0616	0.9833	0.2432	2.351	0.1535	0.8465	0.1322
ACH-000227	gCSI	ACH-000227	Drug_1127	241810	0.515	8.056	8.155	0.0813	0.9752	0.2996	4.0	0.483	0.517	0.451
ACH-000650	gCSI	ACH-000650	Drug_1214	242589	0.7182		8.963	0.1174	0.9439	0.6591	1.772	0.175	0.825	0.1228
ACH-000144	gCSI	ACH-000144	Drug_1127	241901	0.5251	7.615	7.825	0.0167	0.999	0.2551	1.478	0.4491	0.5509	0.4072
ACH-000481	gCSI	ACH-000481	Drug_1214	242515	0.8109		8.378	0.1284	0.9752	0.7404	1.058	0.0945	0.9055	0.0443
ACH-000493	gCSI	ACH-000493	Drug_865	240329	0.6292	6.779	7.937	0.214	0.9553	0.4327	0.7521	0.2878	0.7122	0.2225
ACH-000094	gCSI	ACH-000094	Drug_1005	238129	0.7068	5.759	5.759	21.61	0.8443	0.0	2.344	0.0117	0.9883	0.0025
ACH-000062	gCSI	ACH-000062	Drug_279	241494	0.9263		5.05	1217000.0	-0.2856	0.5791	2.314	0.0	1.0	0.0
ACH-000627	gCSI	ACH-000627	Drug_1087	242233	0.9182	2.417	2.417	27.0	0.5524	0.0	0.2719	0.0808	0.9192	0.0152
ACH-000792	gCSI	ACH-000792	Drug_1493	238788	0.597	6.417	6.417	0.0511	0.9956	0.0	1.021	0.4512	0.5488	0.412
ACH-000400	gCSI	ACH-000400	Drug_895	240707	0.6382	6.42	6.484	0.0155	0.999	0.1261	1.951	0.4089	0.5911	0.3821
ACH-000654	gCSI	ACH-000654	Drug_865	240285	0.2856	8.474	8.484	0.0123	0.9994	0.0441	4.0	0.6224	0.3776	0.609
ACH-000178	gCSI	ACH-000178	Drug_895	240549	0.8534	4.808	4.808	0.2144	0.9966	0.0	0.9525	0.098	0.902	0.0625
ACH-000548	gCSI	ACH-000548	Drug_501	239596	0.8788		6.948	0.1622	0.8172	0.7532	4.0	0.126	0.874	0.078
ACH-000371	gCSI	ACH-000371	Drug_1163	237468	0.9984		3.887	0.0	-0.0	0.9968	0.0	0.0016	0.9984	0.0
ACH-000310	gCSI	ACH-000310	Drug_201	243397	0.6399	6.161	6.161	0.0354	0.9954	0.0	4.0	0.3042	0.6958	0.2939
ACH-000334	gCSI	ACH-000334	Drug_883	239241	0.9021	4.263	4.263	1.982	0.9784	0.0	0.68	0.0458	0.9542	0.012
ACH-000706	gCSI	ACH-000706	Drug_883	239254	0.892		6.407	0.1191	0.9901	0.7314	0.7978	0.1013	0.8987	0.044
ACH-000799	gCSI	ACH-000799	Drug_1493	238940	0.676	6.612	6.779	0.0939	0.9561	0.3004	2.389	0.3813	0.6187	0.348
ACH-000400	gCSI	ACH-000400	Drug_1127	241922	0.527	7.726	7.892	0.0109	0.9994	0.2708	2.038	0.4526	0.5474	0.4159
ACH-000614	gCSI	ACH-000614	Drug_1005	238285	0.7846	5.237	5.237	15.64	0.3343	0.0	0.7888	0.0322	0.9678	0.0059
ACH-000823	gCSI	ACH-000823	Drug_1163	237377	0.9534		6.733	0.263	0.7569	0.8976	4.0	0.0465	0.9535	0.0009
ACH-000945	gCSI	ACH-000945	Drug_435	240911	0.949	3.671	3.671	3.114	0.9735	0.0	0.6695	0.0316	0.9684	0.0038
ACH-000144	gCSI	ACH-000144	Drug_201	243519	0.705	5.769	5.769	0.0699	0.9928	0.0	1.37	0.2085	0.7915	0.1792
ACH-000627	gCSI	ACH-000627	Drug_1127	241824	0.4291	7.915	7.981	0.0414	0.9903	0.1396	2.147	0.5542	0.4458	0.5261
ACH-000355	gCSI	ACH-000355	Drug_435	240915	0.9254	4.446	4.446	2959.0	0.3689	0.0	4.0	0.0027	0.9973	0.0
ACH-000401	gCSI	ACH-000401	Drug_1214	242464	0.8176		8.897	0.2531	0.9374	0.7732	0.7728	0.1126	0.8874	0.0458
ACH-000878	gCSI	ACH-000878	Drug_988	237692	0.4265	7.517	7.523	0.0044	0.9999	0.0231	3.821	0.3899	0.6101	0.3782
ACH-000009	gCSI	ACH-000009	Drug_501	239602	0.9041		7.084	0.4519	0.4773	0.8134	4.0	0.1019	0.8981	0.0485
ACH-000858	gCSI	ACH-000858	Drug_988	237769	0.5368	6.954	6.978	0.0472	0.9844	0.0668	2.528	0.2394	0.7606	0.2216
ACH-000014	gCSI	ACH-000014	Drug_895	240544	0.7251	5.785	5.879	0.0831	0.9859	0.1226	1.299	0.2735	0.7265	0.2393
ACH-000074	gCSI	ACH-000074	Drug_1493	238990	0.7376	5.901	6.033	0.0363	0.9947	0.2255	1.984	0.2708	0.7292	0.243
ACH-000433	gCSI	ACH-000433	Drug_201	243239	0.6833	5.892	5.892	0.2365	0.9681	0.0	0.9267	0.2506	0.7494	0.2084
ACH-000659	gCSI	ACH-000659	Drug_501	239899	0.8965		7.27	0.2266	0.8167	0.8102	1.698	0.1129	0.8871	0.0496
ACH-000138	gCSI	ACH-000138	Drug_1163	237202	0.9792		7.285	0.988	0.4794	0.962	0.6688	0.0224	0.9776	0.0
ACH-000722	gCSI	ACH-000722	Drug_1493	239125	0.7384	5.758	5.808	0.0391	0.991	0.1318	2.662	0.2523	0.7477	0.2333
ACH-000120	gCSI	ACH-000120	Drug_795	242855	0.4003	7.632	7.636	0.0217	0.9978	0.0105	2.273	0.4244	0.5756	0.4059
ACH-000987	gCSI	ACH-000987	Drug_1493	239028	0.618	6.322	6.336	0.046	0.9949	0.0189	1.236	0.4215	0.5785	0.3878
ACH-000307	gCSI	ACH-000307	Drug_1105	238669	0.392	8.13	8.241	0.0629	0.9908	0.1395	1.282	0.388	0.612	0.3507
ACH-000422	gCSI	ACH-000422	Drug_1214	242759	0.6488		9.164	0.2048	0.9341	0.5845	0.8444	0.2338	0.7662	0.1651
ACH-000976	gCSI	ACH-000976	Drug_501	239756	0.8745		6.97	0.3095	0.6315	0.7464	4.0	0.1309	0.8691	0.0827
ACH-000817	gCSI	ACH-000817	Drug_1087	242319	0.6549		8.173	0.0444	0.9862	0.5029	0.9702	0.4303	0.5697	0.367
ACH-000654	gCSI	ACH-000654	Drug_1214	242712	0.5598	7.969	8.636	0.1127	0.9663	0.4295	1.275	0.2444	0.7556	0.1979
ACH-000638	gCSI	ACH-000638	Drug_435	240905	0.9281	4.012	4.012	5.824	0.7582	0.0	0.708	0.0453	0.9547	0.0124
ACH-000867	gCSI	ACH-000867	Drug_201	243256	0.7923	5.232	5.232	0.3416	0.9791	0.0	1.149	0.1037	0.8963	0.0726
ACH-000648	gCSI	ACH-000648	Drug_1493	238889	0.7545	5.969	6.061	0.1502	0.9279	0.2851	4.0	0.2551	0.7449	0.2347
ACH-000817	gCSI	ACH-000817	Drug_279	241502	0.6744	5.935	5.935	9.783	0.8378	0.0	0.7641	0.0212	0.9788	0.0009
ACH-000113	gCSI	ACH-000113	Drug_1127	241870	0.3347	8.016	8.018	0.0063	0.9998	0.0064	4.0	0.6495	0.3505	0.6388
ACH-000750	gCSI	ACH-000750	Drug_201	243448	0.7182	5.691	5.691	0.0302	0.9957	0.0	2.357	0.1822	0.8178	0.1649
ACH-000009	gCSI	ACH-000009	Drug_435	240805	0.8307		6.337	0.5397	0.8652	0.5694	0.6174	0.1887	0.8113	0.1181
ACH-000138	gCSI	ACH-000138	Drug_1005	238004	0.7035	5.778	5.778	2.533	0.9256	0.0	1.394	0.0326	0.9674	0.0132
ACH-000056	gCSI	ACH-000056	Drug_895	240448	0.5456	6.789	6.806	0.0332	0.9962	0.0285	1.509	0.5363	0.4637	0.5078
ACH-000094	gCSI	ACH-000094	Drug_1105	238533	0.637	7.471	8.204	0.0388	0.9938	0.482	1.968	0.2284	0.7716	0.1884
ACH-000014	gCSI	ACH-000014	Drug_1087	242167	0.5451	7.215	8.189	0.1123	0.9687	0.3322	0.4866	0.5315	0.4685	0.4795
ACH-000758	gCSI	ACH-000758	Drug_1105	238633	0.6004	7.604	8.092	0.0749	0.9814	0.414	1.568	0.2412	0.7588	0.2007
ACH-000627	gCSI	ACH-000627	Drug_501	239810	0.8879		7.151	0.2558	0.7757	0.7865	2.064	0.1203	0.8797	0.062
ACH-000351	gCSI	ACH-000351	Drug_1214	242668	0.7432		8.461	0.276	0.9596	0.6511	0.7173	0.137	0.863	0.0742
ACH-000616	gCSI	ACH-000616	Drug_501	239748	0.8177		7.356	0.3889	0.6745	0.674	1.156	0.2007	0.7993	0.1331
ACH-000271	gCSI	ACH-000271	Drug_279	241542	0.9263		5.05	1413000.0	-0.125	0.5792	2.314	0.0	1.0	0.0
ACH-000463	gCSI	ACH-000463	Drug_1105	238491	0.3526	8.175	8.21	0.02	0.9983	0.0773	2.074	0.4081	0.5919	0.385
ACH-000274	gCSI	ACH-000274	Drug_1105	238540	0.4249	7.572	7.63	0.2812	0.9704	0.047	0.7354	0.2962	0.7038	0.2434
ACH-000825	gCSI	ACH-000825	Drug_1214	242568	0.8379		8.155	0.3402	0.9117	0.7655	0.9349	0.073	0.927	0.0261
ACH-000144	gCSI	ACH-000144	Drug_1105	238677	0.4654	7.945	8.19	0.0787	0.9886	0.2338	1.114	0.3357	0.6643	0.2911
ACH-000274	gCSI	ACH-000274	Drug_1087	242173	0.5046	6.966	6.966	0.3897	0.9765	0.0	0.3317	0.5583	0.4417	0.5093
ACH-000120	gCSI	ACH-000120	Drug_201	243258	0.5651	6.609	6.609	0.0191	0.9991	0.0	1.345	0.4222	0.5778	0.3918
ACH-000650	gCSI	ACH-000650	Drug_795	242991	0.6178	6.992	7.174	0.019	0.9986	0.2774	1.93	0.2225	0.7775	0.194
ACH-000483	gCSI	ACH-000483	Drug_1087	242350	0.6637	5.664	5.664	1.382	0.9552	0.0	0.2855	0.3656	0.6344	0.2951
ACH-000823	gCSI	ACH-000823	Drug_435	241005	0.7598	5.793	5.928	0.0256	0.9972	0.2522	2.261	0.2408	0.7592	0.2154
ACH-000062	gCSI	ACH-000062	Drug_1127	241902	0.3559	8.048	8.073	0.0094	0.9996	0.0512	1.853	0.6338	0.3662	0.6085
ACH-000810	gCSI	ACH-000810	Drug_1493	239110	0.5651	6.609	6.609	0.02	0.9989	0.0	1.278	0.5007	0.4993	0.4689
ACH-000359	gCSI	ACH-000359	Drug_1493	239030	0.7085	6.25	6.42	0.0717	0.979	0.2772	2.06	0.326	0.674	0.2943
ACH-000120	gCSI	ACH-000120	Drug_883	239222	0.919	0.2111	0.2111	64.43	0.609	0.0	0.1668	0.076	0.924	0.0048
ACH-000786	gCSI	ACH-000786	Drug_895	240444	0.6443	6.331	6.408	0.0269	0.9979	0.1137	1.456	0.3971	0.6029	0.3644
ACH-000799	gCSI	ACH-000799	Drug_895	240547	0.7528	5.654	5.76	0.0606	0.9898	0.1574	1.546	0.2356	0.7644	0.2058
ACH-000480	gCSI	ACH-000480	Drug_1493	238951	0.6757	6.121	6.24	0.0743	0.99	0.1318	1.115	0.352	0.648	0.3114
ACH-000580	gCSI	ACH-000580	Drug_988	237581	0.4361	7.418	7.42	0.0016	1.0	0.0107	3.944	0.3682	0.6318	0.3574
ACH-000562	gCSI	ACH-000562	Drug_1127	241735	0.5819	7.587	8.0	0.0223	0.9981	0.3729	1.44	0.4066	0.5934	0.3561
ACH-000925	gCSI	ACH-000925	Drug_1127	241661	0.4877	7.547	7.617	0.0063	0.9998	0.15	2.219	0.4663	0.5337	0.4396
ACH-000320	gCSI	ACH-000320	Drug_883	239479	0.8345	4.34	4.34	5.971	0.8176	0.0	0.3667	0.1335	0.8665	0.0632
ACH-000938	gCSI	ACH-000938	Drug_501	239845	0.7267		7.482	0.174	0.888	0.529	1.462	0.306	0.694	0.2471
ACH-000138	gCSI	ACH-000138	Drug_501	239622	0.857		7.388	0.3661	0.6787	0.7468	1.219	0.158	0.842	0.0889
ACH-000508	gCSI	ACH-000508	Drug_279	241247	0.6986	6.502	6.605	148.0	0.9998	0.3057	4.0	0.0005	0.9995	0.0
ACH-000564	gCSI	ACH-000564	Drug_1105	238570	0.4294	7.923	7.957	0.0029	0.9999	0.1347	4.0	0.3253	0.6747	0.3098
ACH-001318	gCSI	ACH-001318	Drug_1493	239075	0.8147	5.303	5.601	0.0794	0.9882	0.3065	1.384	0.1671	0.8329	0.1333
ACH-000355	gCSI	ACH-000355	Drug_1493	238902	0.5473	6.741	6.748	0.0557	0.9912	0.0118	1.362	0.5306	0.4694	0.5001
ACH-000351	gCSI	ACH-000351	Drug_795	243070	0.6098	7.484	7.758	0.045	0.9906	0.377	2.224	0.2871	0.7129	0.2521
ACH-000400	gCSI	ACH-000400	Drug_883	239504	0.8603		6.22	0.4279	0.9348	0.6255	0.6721	0.1275	0.8725	0.0666
ACH-000274	gCSI	ACH-000274	Drug_201	243382	0.7734	5.379	5.401	0.1006	0.9952	0.0325	1.324	0.1231	0.8769	0.0944
ACH-000525	gCSI	ACH-000525	Drug_1105	238479	0.3989	8.475	8.619	0.0448	0.9923	0.219	1.74	0.4292	0.5708	0.3941
ACH-000522	gCSI	ACH-000522	Drug_1087	242392	0.6158	5.646	7.324	1.476	0.9163	0.2802	0.2127	0.4184	0.5816	0.3538
ACH-000420	gCSI	ACH-000420	Drug_501	239928	0.8921		7.149	0.4704	0.4307	0.7945	3.113	0.1157	0.8843	0.0602
ACH-000099	gCSI	ACH-000099	Drug_883	239502	0.9533		7.311	0.4381	0.298	0.9154	2.845	0.0512	0.9488	0.0
ACH-000650	gCSI	ACH-000650	Drug_895	240562	0.7169	5.806	5.823	0.0193	0.9984	0.068	3.821	0.2744	0.7256	0.2617
ACH-000750	gCSI	ACH-000750	Drug_1087	242239	0.5689	6.582	6.582	0.2031	0.9555	0.0	0.7837	0.494	0.506	0.4464
ACH-000508	gCSI	ACH-000508	Drug_895	240440	0.867	2.99	3.482	5.707	0.9239	0.1246	0.2532	0.1371	0.8629	0.055
ACH-000925	gCSI	ACH-000925	Drug_895	240450	0.6826	6.395	6.59	0.0346	0.9957	0.2647	1.685	0.3643	0.6357	0.3279
ACH-000825	gCSI	ACH-000825	Drug_1087	242164	0.562	6.608	6.608	0.2991	0.9615	0.0	0.5336	0.5003	0.4997	0.445
ACH-000938	gCSI	ACH-000938	Drug_795	243077	0.3933	7.671	7.676	0.0178	0.9988	0.0097	1.922	0.435	0.565	0.4132
ACH-000627	gCSI	ACH-000627	Drug_1214	242637	0.9463		7.759	0.0018	1.0	0.9143	3.559	0.017	0.983	0.0
ACH-000706	gCSI	ACH-000706	Drug_1005	238040	0.7379	5.596	5.606	0.0455	0.9927	0.0206	1.901	0.2338	0.7662	0.2119
ACH-000665	gCSI	ACH-000665	Drug_501	239915	0.882		7.337	0.2849	0.7052	0.7878	1.761	0.1299	0.8701	0.0658
ACH-000422	gCSI	ACH-000422	Drug_895	240731	0.8146	5.093	5.471	0.2925	0.972	0.2583	0.8371	0.1703	0.8297	0.1227
ACH-000548	gCSI	ACH-000548	Drug_279	241203	0.9819		7.653	0.0972	0.9531	0.9703	4.0	0.0051	0.9949	0.0
ACH-000614	gCSI	ACH-000614	Drug_501	239896	0.8868		6.778	0.2439	0.7919	0.7556	2.147	0.1139	0.8861	0.0651
ACH-000758	gCSI	ACH-000758	Drug_795	243072	0.5313	7.853	7.973	0.0172	0.9979	0.2923	3.164	0.366	0.634	0.3377
ACH-000221	gCSI	ACH-000221	Drug_279	241535	0.6807	5.949	5.96	111.4	0.9654	0.0224	1.855	0.0007	0.9993	0.0
ACH-000144	gCSI	ACH-000144	Drug_895	240686	0.7499	6.003	6.223	0.0426	0.9918	0.325	2.074	0.2696	0.7304	0.2379
ACH-000659	gCSI	ACH-000659	Drug_1163	237479	1.0		2.58	1159000.0	-0.2854	0.8875	1.55	0.0	1.0	0.0
ACH-000221	gCSI	ACH-000221	Drug_1493	239122	0.6204	6.277	6.277	0.0361	0.9957	0.0	1.681	0.4138	0.5862	0.3893
ACH-000750	gCSI	ACH-000750	Drug_1163	237394	0.9789		5.777	0.0	0.0	0.9578	0.0	0.0211	0.9789	0.0
ACH-000925	gCSI	ACH-000925	Drug_1087	242070	0.5196	7.351	7.838	0.0367	0.9966	0.2423	0.5922	0.5765	0.4235	0.5294
ACH-000656	gCSI	ACH-000656	Drug_435	241143	0.906		8.938	5.312	0.0116	0.8809	0.5222	0.107	0.893	0.011
ACH-000781	gCSI	ACH-000781	Drug_279	241292	0.9662		0.0	423.0	0.1162	0.8428	0.0823	0.0248	0.9752	0.0
ACH-000009	gCSI	ACH-000009	Drug_883	239198	0.8187		6.402	0.7392	0.876	0.5531	0.5323	0.1751	0.8249	0.1027
ACH-000107	gCSI	ACH-000107	Drug_1493	238811	0.7374	5.73	5.811	0.0742	0.983	0.1304	1.617	0.2544	0.7456	0.2261
ACH-000525	gCSI	ACH-000525	Drug_1005	238074	0.7727	6.021	6.168	0.8184	0.9996	0.3711	4.0	0.0312	0.9688	0.021
ACH-000351	gCSI	ACH-000351	Drug_1105	238631	0.4269	7.976	8.121	0.0257	0.9986	0.1652	1.199	0.3506	0.6494	0.3109
ACH-000679	gCSI	ACH-000679	Drug_865	240260	0.8035		8.096	0.0951	0.959	0.7121	2.133	0.1582	0.8418	0.1037
ACH-000659	gCSI	ACH-000659	Drug_201	243534	0.6916	5.851	5.851	0.0109	0.9995	0.0	2.241	0.2235	0.7765	0.2053
ACH-000307	gCSI	ACH-000307	Drug_795	243108	0.545	7.169	7.216	0.0022	1.0	0.1511	3.337	0.2706	0.7294	0.2536
ACH-000138	gCSI	ACH-000138	Drug_865	240022	0.3689	8.53	8.64	0.0336	0.9944	0.1837	1.806	0.5644	0.4356	0.5294
ACH-000440	gCSI	ACH-000440	Drug_1214	242433	0.5143	8.317	8.638	0.0388	0.9944	0.3716	1.838	0.2693	0.7307	0.2327
ACH-000781	gCSI	ACH-000781	Drug_895	240485	0.7487	5.665	5.703	0.0105	0.999	0.1147	2.955	0.2329	0.7671	0.2162
ACH-000745	gCSI	ACH-000745	Drug_795	243074	0.4415	7.479	7.498	0.0114	0.9994	0.0421	2.005	0.3763	0.6237	0.3542
ACH-000525	gCSI	ACH-000525	Drug_1127	241702	0.4405	8.029	8.147	0.0562	0.9841	0.1904	1.772	0.5563	0.4437	0.5205
ACH-000393	gCSI	ACH-000393	Drug_1087	242160	0.8155	4.236	4.236	5.058	0.8515	0.0	0.2973	0.1895	0.8105	0.1079
ACH-000271	gCSI	ACH-000271	Drug_1493	239128	0.4815	7.111	7.111	0.0776	0.9843	0.0	1.105	0.6295	0.3705	0.5951
ACH-000611	gCSI	ACH-000611	Drug_501	239935	0.4718	7.531	7.588	0.1083	0.9413	0.1169	2.012	0.5989	0.4011	0.5706
ACH-000987	gCSI	ACH-000987	Drug_435	241041	0.888	4.74	5.112	0.0249	0.9992	0.3971	1.842	0.0713	0.9287	0.0486
ACH-000320	gCSI	ACH-000320	Drug_1214	242710	0.7077		8.6	0.1029	0.9474	0.6187	2.274	0.1595	0.8405	0.1186
ACH-000654	gCSI	ACH-000654	Drug_988	237863	0.5802	6.519	6.519	0.0709	0.9672	0.0	2.393	0.1387	0.8613	0.1218
ACH-000113	gCSI	ACH-000113	Drug_279	241462	0.9263		5.05	137900.0	-0.125	0.5792	2.314	0.0	1.0	0.0
